Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,Master of Science Biochemistry,Friedrich Schiller University Jena,Jena,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4340/
Master's degree,"Master of Science Biodiversity, Evolution, Ecology",Freie Universität Berlin,Berlin,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4013/
Master's degree,Master of Science Biology,Freie Universität Berlin,Berlin,Biology,"German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5298/
Master's degree,"Master of Science Ecology, Evolution, and Conservation (EEC)",University of Potsdam,Potsdam,Biology,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5665/
Master's degree,"Master of Science Evolution, Ecology and Systematics (MEES)",Friedrich Schiller University Jena,Jena,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5550/
Master's degree,Master of Science in Advanced Materials and Manufacturing (Research Master's),Aalen University,Aalen,Mechanical Engineering / Process Engineering,"English, German","Winter semester, Summer semester",3 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8980/
Master's degree,Master of Science in Aerospace Engineering,Technical University of Munich,Singapore,Mechanical Engineering / Process Engineering,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3965/
Master's degree,Master of Science in Aerospace Engineering,Technical University of Darmstadt,Darmstadt,"Transport Engineering, Nautical Science",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7775/
Master's degree,Master of Science in Aerospace Engineering (MSc),FH Aachen University of Applied Sciences,Aachen,Mechanical Engineering / Process Engineering,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3854/
Master's degree,Master of Science in AgriGenomics,Kiel University,Kiel,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4289/
Master's degree,Master of Science in Applied Health Informatics and Digital Medicine,RWTH Aachen University,Aachen,Computer Science,English,Winter semester,4 semesters,"EUR 6,650",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9198/
Master's degree,Master of Science in Applied Neurosciences in Sports & Exercise,Paderborn University,Paderborn,Sport,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4779/
Master's degree,Master of Science in Applied Photonics,Aalen University,Aalen,Engineering in general,English,"Winter semester, Summer semester",3 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9130/
Master's degree,Master of Science in Applied Physics (MSc),University of Freiburg,Freiburg im Breisgau,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4723/
Master's degree,Master of Science in Applied Statistics,Trier University,Trier,"Law, Economics and Social Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4679/
Master's degree,Master of Science in Artificial Intelligence and Machine Learning,Technical University of Darmstadt,Darmstadt,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4258/
Master's degree,Master of Science in Artificial Intelligence Engineering,University of Passau,Passau,Computer Science,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7784/
Master's degree,Master of Science in Astrophysics,Ludwig-Maximilians-Universität München,München,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7872/
Master's degree,Master of Science in Automotive Engineering,RWTH Aachen University,Aachen,Mechanical Engineering / Process Engineering,English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4599/
Master's degree,Master of Science in Biochemistry,Freie Universität Berlin,Berlin,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4609/
Master's degree,Master of Science in Biochemistry (MSc Biochem),Ruhr-Universität Bochum,Bochum,Chemistry,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4174/
Master's degree,Master of Science in Bioinformatics,Freie Universität Berlin,Berlin,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4724/
Master's degree,Master of Science in Biomedical Engineering,Technische Universität Ilmenau,Ilmenau,Engineering in general,"German, English","Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4813/
Master's degree,Master of Science in Biomedical Engineering,Heidelberg University,Mannheim,"Physics, Astronomy",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6892/
Master's degree,Master of Science in Biophysics,Ulm University,Ulm,"Physics, Astronomy",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6114/
Master's degree,Master of Science in Biotechnology (MBT),Offenburg University of Applied Sciences,Offenburg,Engineering in general,English,Winter semester,3 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5240/
Master's degree,Master of Science in Business Administration,Humboldt-Universität zu Berlin,Berlin,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6100/
Master's degree,Master of Science in Business Administration,University of Passau,Passau,Business and Economics,German,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7077/
Master's degree,Master of Science in Business Mathematics,Friedrich Schiller University Jena,Jena,Mathematics,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5322/
Master's degree,Master of Science in Cartography,Technical University of Munich,München,Surveying,English,Winter semester,4 semesters,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4200/
Master's degree,Master of Science in Chemical Engineering,Ulm University,Ulm,Mechanical Engineering / Process Engineering,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4692/
Master's degree,Master of Science in Chemistry,Freie Universität Berlin,Berlin,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3706/
Master's degree,Master of Science in Chemistry,Ruhr-Universität Bochum,Bochum,Chemistry,English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4169/
Master's degree,Master of Science in Chemistry,Ulm University,Ulm,Chemistry,English,"Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6938/
Master's degree,Master of Science in Chemistry of Materials,Friedrich Schiller University Jena,Jena,Chemistry,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5303/
Master's degree,Master of Science in Climate Physics: Meteorology and Physical Oceanography,Kiel University,Kiel,Earth Sciences (excluding Geography),English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4114/
Master's degree,Master of Science in Cognitive Science,RPTU University of Kaiserslautern-Landau,Kaiserslautern,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4486/
Master's degree,Master of Science in Cognitive Systems,Ulm University,Ulm,Computer Science,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4581/
Master's degree,Master of Science in Commercial Vehicle Technology,RPTU University of Kaiserslautern-Landau,Kaiserslautern,Mechanical Engineering / Process Engineering,"German, English",Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3946/
